,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Award,MeanPrice,USDPrice,Country
167,ammolite - The Lighthouse Restaurant,"Peter-Thumb-Straße 6, Rust, 77977, Germany",Rust,119,169,EUR,French,2 MICHELIN Stars,144.0,159.8544, Germany
168,GästeHaus Klaus Erfort,"Mainzer Straße 95, Saarbrücken, 66121, Germany",Saarbrücken,147,225,EUR,French,2 MICHELIN Stars,186.0,206.4786, Germany
169,Esplanade,"Nauwieserstraße 5, Saarbrücken, 66111, Germany",Saarbrücken,48,149,EUR,Mediterranean,2 MICHELIN Stars,98.5,109.34485, Germany
170,Alois - Dallmayr Fine Dining,"Dienerstraße 14, Munich, 80331, Germany",Munich,78,175,EUR,French,2 MICHELIN Stars,126.5,140.42765, Germany
171,FACIL,"Potsdamer Straße 3, Berlin, 10785, Germany",Berlin,62,218,EUR,Creative,2 MICHELIN Stars,140.0,155.414, Germany
172,Hirschen,"Hauptstraße 69, Sulzburg, 79295, Germany",Sulzburg,203,295,EUR,French,2 MICHELIN Stars,249.0,276.4149, Germany
173,Le Cerf,"Kärcherstraße 11, Zweiflingen, 74639, Germany",Zweiflingen,108,178,EUR,French,2 MICHELIN Stars,143.0,158.7443, Germany
174,Meierei Dirk Luther,"Uferstraße 1, Glücksburg, 24960, Germany",Glücksburg,198,218,EUR,Modern,2 MICHELIN Stars,208.0,230.9008, Germany
175,PURS,"Steinweg 30, Andernach, 56626, Germany",Andernach,195,245,EUR,Modern,2 MICHELIN Stars,220.0,244.222, Germany
176,Courtier,"Parkallee 1, Wangels, 23758, Germany",Wangels,169,219,EUR,Creative,2 MICHELIN Stars,194.0,215.3594, Germany
177,Atelier,"Promenadeplatz 2, Munich, 80331, Germany",Munich,205,235,EUR,French,2 MICHELIN Stars,220.0,244.222, Germany
178,Essigbrätlein,"Weinmarkt 3, Nuremberg, 90403, Germany",Nuremberg,100,180,EUR,Innovative,2 MICHELIN Stars,140.0,155.414, Germany
179,Lafleur,"Palmengartenstraße 11, Frankfurt on the Main, 60325, Germany",Frankfurt on the Main,205,225,EUR,French,2 MICHELIN Stars,215.0,238.6715, Germany
180,Liath,"Blackrock Market, 19a Main Street, Blackrock, A94 V0D8, Ireland",Blackrock,65,130,EUR,Creative,2 MICHELIN Stars,97.5,108.23475, Ireland
181,Aimsir,"Cliff at Lyons, Lyons Road, Celbridge, W23 HXH3, Ireland",Celbridge,210,210,EUR,Modern,2 MICHELIN Stars,210.0,233.121, Ireland
182,Patrick Guilbaud,"21 Upper Merrion Street, Dublin City, D02 KF79, Ireland",Dublin City,80,225,EUR,French,2 MICHELIN Stars,152.5,169.29025, Ireland
183,Chapter One by Mickael Viljanen,"18-19 Parnell Square North, Rotunda, Dublin City, D01 T3V8, Ireland",Dublin City,65,170,EUR,Modern,2 MICHELIN Stars,117.5,130.43675, Ireland
184,Ynyshir,"Eglwysfach, Machynlleth, SY20 8TA, United Kingdom",Machynlleth,300,300,GBP,Creative,2 MICHELIN Stars,300.0,393.675749157752, United Kingdom
185,Raby Hunt,"Summerhouse, DL2 3UD, United Kingdom",Summerhouse,245,245,GBP,British,2 MICHELIN Stars,245.0,321.501861812164, United Kingdom
186,Andrew Fairlie at Gleneagles,"Auchterarder, PH3 1NF, United Kingdom",Auchterarder,115,130,GBP,French,2 MICHELIN Stars,122.5,160.750930906082, United Kingdom
187,"Le Manoir aux Quat' Saisons, a Belmond Hotel","Church Road, Great Milton, OX44 7PD, United Kingdom",Great Milton,175,220,GBP,French,2 MICHELIN Stars,197.5,259.16986819552, United Kingdom
188,Restaurant Sat Bains,"Lenton Lane, Nottingham, NG7 2SA, United Kingdom",Nottingham,155,195,GBP,Creative,2 MICHELIN Stars,175.0,229.644187008688, United Kingdom
189,Midsummer House,"Midsummer Common, Cambridge, CB4 1HA, United Kingdom",Cambridge,130,250,GBP,Creative,2 MICHELIN Stars,190.0,249.327974466576, United Kingdom
190,Moor Hall,"Prescot Road, Aughton, L39 6RT, United Kingdom",Aughton,95,195,GBP,British,2 MICHELIN Stars,145.0,190.276612092913, United Kingdom
191,Hand and Flowers,"126 West Street, Marlow, SL7 2BP, United Kingdom",Marlow,152,152,GBP,British,2 MICHELIN Stars,152.0,199.462379573261, United Kingdom
192,Le Gavroche,"43 Upper Brook Street, London, W1K 7QR, United Kingdom",London,124,178,GBP,French,2 MICHELIN Stars,151.0,198.150127076068, United Kingdom
193,La Dame de Pic London,"10 Trinity Square, London, EC3N 4AJ, United Kingdom",London,110,195,GBP,French,2 MICHELIN Stars,152.5,200.118505821857, United Kingdom
194,Da Terra,"8 Patriot Square, London, E2 9NF, United Kingdom",London,90,175,GBP,Creative,2 MICHELIN Stars,132.5,173.873455878007, United Kingdom
195,Ikoyi,"1 St. James's Market, London, SW1Y 4AH, United Kingdom",London,60,170,GBP,Creative,2 MICHELIN Stars,115.0,150.909037177138, United Kingdom
196,Story,"199 Tooley Street, London, SE1 2JX, United Kingdom",London,130,185,GBP,Modern,2 MICHELIN Stars,157.5,206.67976830782, United Kingdom
197,Dinner by Heston Blumenthal,"66 Knightsbridge, London, SW1X 7LA, United Kingdom",London,120,120,GBP,British,2 MICHELIN Stars,120.0,157.470299663101, United Kingdom
198,A. Wong,"70 Wilton Road, London, SW1V 1DE, United Kingdom",London,120,160,GBP,Chinese,2 MICHELIN Stars,140.0,183.715349606951, United Kingdom
199,The Clove Club,"Shoreditch Town Hall, 380 Old Street, London, EC1V 9LT, United Kingdom",London,65,145,GBP,Creative,2 MICHELIN Stars,105.0,137.786512205213, United Kingdom
200,Kitchen Table,"70 Charlotte Street, London, W1T 4QG, United Kingdom",London,250,250,GBP,Modern,2 MICHELIN Stars,250.0,328.063124298126, United Kingdom
201,Claude Bosi at Bibendum,"Michelin House, 81 Fulham Road, London, SW3 6RD, United Kingdom",London,115,195,GBP,French,2 MICHELIN Stars,155.0,203.399137064838, United Kingdom
202,SENNS.Restaurant,"Söllheimerstrasse 16, Salzburg, 5020, Austria",Salzburg,85,205,EUR,Creative,2 MICHELIN Stars,145.0,160.9645, Austria
203,Ikarus,"Wilhelm-Spazier-Straße 7a, Salzburg, 5020, Austria",Salzburg,140,210,EUR,Creative,2 MICHELIN Stars,175.0,194.2675, Austria
204,Silvio Nickol Gourmet Restaurant,"Coburgbastei 4, Vienna, 1010, Austria",Vienna,160,180,EUR,Modern,2 MICHELIN Stars,170.0,188.717, Austria
205,Steirereck im Stadtpark,"Am Heumarkt 2a, Vienna, 1030, Austria",Vienna,135,185,EUR,Creative,2 MICHELIN Stars,160.0,177.616, Austria
206,Mraz & Sohn,"Wallensteinstraße 59, Vienna, 1200, Austria",Vienna,145,145,EUR,Creative,2 MICHELIN Stars,145.0,160.9645, Austria
207,Konstantin Filippou,"Dominikanerbastei 17, Vienna, 1010, Austria",Vienna,56,189,EUR,Modern,2 MICHELIN Stars,122.5,135.98725, Austria
208,Chao Shang Chao,"10 Guanghua Road, Beijing, China Mainland",Beijing,1500,2000,CNY,Chinese,2 MICHELIN Stars,1750.0,275.936394755905, China Mainland
209,Shanghai ,"2A Gongrentiyuchang North Road, Beijing, China Mainland",Beijing,1000,1000,CNY,Chinese,2 MICHELIN Stars,1000.0,157.677939860517, China Mainland
210,Jingji,"83A Jianguo Road, Beijing, China Mainland",Beijing,588,2000,CNY,Beijing ,2 MICHELIN Stars,1294.0,204.035254179509, China Mainland
211,Sichuan Moon,"Avenida da Nave Desportiva, Macau",Macau,1688,3268,HKD,Sichuan,2 MICHELIN Stars,2478.0,316.485400032214, Macau
212,Mizumi (Macau),"Rua Cidade de Sintra, NAPE, Macau",Macau,880,2400,HKD,Japanese,2 MICHELIN Stars,1640.0,209.457649738834, Macau
213,Alain Ducasse at Morpheus,"Estrada do Istmo, Macau",Macau,2200,2688,HKD,French,2 MICHELIN Stars,2444.0,312.142985342507, Macau
214,Feng Wei Ju,"Avenida da Amizade, Macau",Macau,800,800,HKD,Chinese,2 MICHELIN Stars,800.0,102.174463287236, Macau
215,Wing Lei,"Rua Cidade de Sintra, NAPE, Macau",Macau,2000,2000,HKD,Cantonese,2 MICHELIN Stars,2000.0,255.436158218091, Macau
216,L'Envol,"1 Harbour Drive, Hong Kong",Hong Kong,788,3688,HKD,French,2 MICHELIN Stars,2238.0,285.833061046043, Hong Kong
217,Bo Innovation,"60 Johnston Road, Hong Kong",Hong Kong,680,1880,HKD,Innovative,2 MICHELIN Stars,1280.0,163.479141259578, Hong Kong
218,Sun Tung Lok,"132 Nathan Road, Hong Kong",Hong Kong,298,1200,HKD,Cantonese,2 MICHELIN Stars,749.0,95.6608412526749, Hong Kong
219,Écriture,"80 Queen's Road Central, Hong Kong",Hong Kong,988,2080,HKD,French,2 MICHELIN Stars,1534.0,195.919533353275, Hong Kong
220,Octavium,"22 Des Voeux Road Central, Hong Kong",Hong Kong,560,1888,HKD,Italian,2 MICHELIN Stars,1224.0,156.326928829471, Hong Kong
221,Ying Jee Club,"41 Connaught Road Central, Hong Kong",Hong Kong,498,1200,HKD,Cantonese,2 MICHELIN Stars,849.0,108.432649163579, Hong Kong
222,Amber,"15 Queen's Road Central, Hong Kong",Hong Kong,798,2530,HKD,French,2 MICHELIN Stars,1664.0,212.522883637451, Hong Kong
223,Tin Lung Heen,"1 Austin Road West, Hong Kong",Hong Kong,1088,1800,HKD,Cantonese,2 MICHELIN Stars,1444.0,184.424906233461, Hong Kong
224,Yan Toh Heen,"18 Salisbury Road, Hong Kong",Hong Kong,498,2000,HKD,Cantonese,2 MICHELIN Stars,1249.0,159.519880807198, Hong Kong
225,Tate,"210 Hollywood Road, Hong Kong",Hong Kong,1180,1980,HKD,Innovative,2 MICHELIN Stars,1580.0,201.794564992292, Hong Kong
226,Ta Vie,"21 Stanley Street, Hong Kong",Hong Kong,2580,2580,HKD,Innovative,2 MICHELIN Stars,2580.0,329.512644101337, Hong Kong
227,Arbor,"80 Queen's Road Central, Hong Kong",Hong Kong,688,1988,HKD,Innovative,2 MICHELIN Stars,1338.0,170.886789847903, Hong Kong
228,Yu Zhi Lan,"24 Changfa Street, Chengdu, China Mainland",Chengdu,1200,2000,CNY,Sichuan,2 MICHELIN Stars,1600.0,252.284703776828, China Mainland
229,Sorn,"56 Soi Sukhumvit 26, Khlong Tan, Bangkok, 10110, Thailand",Bangkok,3500,3500,THB,Thai,2 MICHELIN Stars,3500.0,105.262658827992, Thailand
230,Chef's Table,"1055 Si Lom Road, Si Lom, Bangkok, 10500, Thailand",Bangkok,7900,7900,THB,French,2 MICHELIN Stars,7900.0,237.592858497467, Thailand
231,R-Haan,"131 Soi Sukhumvit 53, Khlong Tan Nuea, Bangkok, 10110, Thailand",Bangkok,1219,2912,THB,Thai,2 MICHELIN Stars,2065.5,62.1200062312048, Thailand
232,Mezzaluna,"1055 Si Lom Road, Si Lom, Bangkok, 10500, Thailand",Bangkok,6500,6500,THB,French,2 MICHELIN Stars,6500.0,195.48779496627, Thailand
233,Sühring,"10 Soi Yen Akat 3, Chong Nonsi, Bangkok, 10120, Thailand",Bangkok,3500,5500,THB,European,2 MICHELIN Stars,4500.0,135.337704207418, Thailand
234,Le Normandie,"48 Soi Charoen Krung 40, Bangkok, 10500, Thailand",Bangkok,3200,8200,THB,French,2 MICHELIN Stars,5700.0,171.427758662729, Thailand
235,Casa de Chá da Boa Nova,"Avenida da Liberdade, Leça da Palmeira, 4450-705, Portugal",Leça da Palmeira,110,210,EUR,Seafood,2 MICHELIN Stars,160.0,177.616, Portugal
236,Ocean,"Rua Anneliese Pohl, Porches, 8400-450, Portugal",Porches,210,210,EUR,Creative,2 MICHELIN Stars,210.0,233.121, Portugal
237,The Yeatman,"Rua do Choupelo, Vila Nova de Gaia, 4400-088, Portugal",Vila Nova de Gaia,180,180,EUR,Creative,2 MICHELIN Stars,180.0,199.818, Portugal
238,Il Gallo d'Oro,"Estrada Monumental 147, Funchal, 9004-532, Portugal",Funchal,130,200,EUR,Modern,2 MICHELIN Stars,165.0,183.1665, Portugal
239,Vila Joya,"Estrada da Galé, Albufeira, 8200-416, Portugal",Albufeira,155,195,EUR,Creative,2 MICHELIN Stars,175.0,194.2675, Portugal
240,Belcanto,"Rua Serpa Pinto 10, Lisbon, 1200-410, Portugal",Lisbon,140,195,EUR,Creative,2 MICHELIN Stars,167.5,185.94175, Portugal
241,Alma,"Rua Anchieta 15, Lisbon, 1200-023, Portugal",Lisbon,100,145,EUR,Creative,2 MICHELIN Stars,122.5,135.98725, Portugal
242,El Molino de Urdániz,"Carretera N 135, Urdaitz, 31698, Spain",Urdaitz,120,140,EUR,Creative,2 MICHELIN Stars,130.0,144.313, Spain
243,Casa Marcial,"La Salgar, La Salgar, 33549, Spain",La Salgar,90,180,EUR,Creative,2 MICHELIN Stars,135.0,149.8635, Spain
244,Cabaña Buenavista,"Urbanización Buenavista, El Palmar, 30120, Spain",El Palmar,105,140,EUR,Creative,2 MICHELIN Stars,122.5,135.98725, Spain
245,Maralba,"Violeta Parra 5, Almansa, 02640, Spain",Almansa,56,96,EUR,Castilian,2 MICHELIN Stars,76.0,84.3676, Spain
246,BonAmb,"Carretera de Benitachell 100, Xàbia, 03730, Spain",Xàbia,90,160,EUR,Creative,2 MICHELIN Stars,125.0,138.7625, Spain
247,Les Cols,"Carretera de la Canya, Olot, 17800, Spain",Olot,155,155,EUR,Creative,2 MICHELIN Stars,155.0,172.0655, Spain
248,M.B,"Carretera TF 47, Guía de Isora, 38687, Spain",Guía de Isora,135,165,EUR,Creative,2 MICHELIN Stars,150.0,166.515, Spain
249,Voro,"Urbanización Atalaya de Canyamel, Canyamel, 07589, Spain",Canyamel,110,140,EUR,Modern,2 MICHELIN Stars,125.0,138.7625, Spain
250,Mugaritz,"Aldura Aldea 20 - Otzazulueta Baserria, Errenteria, 20100, Spain",Errenteria,231,231,EUR,Creative,2 MICHELIN Stars,231.0,256.4331, Spain
251,Culler de Pau,"Reboredo 73, O Grove, 36980, Spain",O Grove,95,150,EUR,Creative,2 MICHELIN Stars,122.5,135.98725, Spain
252,Bo.TiC,"Avenida Costa Brava 6, Corçà, 17121, Spain",Corçà,130,180,EUR,Creative,2 MICHELIN Stars,155.0,172.0655, Spain
253,Miramar,"Passeig Marítim 7, Llançà, 17490, Spain",Llançà,150,195,EUR,Creative,2 MICHELIN Stars,172.5,191.49225, Spain
254,Bardal,"José Aparicio 1, Ronda, 29400, Spain",Ronda,150,170,EUR,Creative,2 MICHELIN Stars,160.0,177.616, Spain
255,El Portal de Echaurren,"Padre José García 19, Ezcaray, 26280, Spain",Ezcaray,150,165,EUR,Creative,2 MICHELIN Stars,157.5,174.84075, Spain
256,L'Escaleta,"Pujada Estació del Nord 205, Cocentaina, 03824, Spain",Cocentaina,85,145,EUR,Mediterranean,2 MICHELIN Stars,115.0,127.6615, Spain
257,Iván Cerdeño,"Cigarral del Ángel, Toledo, 45004, Spain",Toledo,55,145,EUR,Modern,2 MICHELIN Stars,100.0,111.01, Spain
258,Ramón Freixa Madrid,"Claudio Coello 67, Madrid, 28001, Spain",Madrid,90,165,EUR,Creative,2 MICHELIN Stars,127.5,141.53775, Spain
259,Coque,"Marqués de Riscal 11, Madrid, 28010, Spain",Madrid,198,230,EUR,Creative,2 MICHELIN Stars,214.0,237.5614, Spain
260,Smoked Room,"Paseo de la Castellana 57, Madrid, 28046, Spain",Madrid,185,185,EUR,Contemporary,2 MICHELIN Stars,185.0,205.3685, Spain
261,DSTAgE,"Regueros 8, Madrid, 28004, Spain",Madrid,145,170,EUR,Creative,2 MICHELIN Stars,157.5,174.84075, Spain
262,Paco Roncero,"Alcalá 15, Madrid, 28014, Spain",Madrid,95,210,EUR,Creative,2 MICHELIN Stars,152.5,169.29025, Spain
263,Atrio,"Plaza San Mateo 1, Cáceres, 10003, Spain",Cáceres,195,195,EUR,Creative,2 MICHELIN Stars,195.0,216.4695, Spain
264,Ricard Camarena,"Avenida Burjassot 54, Valencia, 46009, Spain",Valencia,165,195,EUR,Creative,2 MICHELIN Stars,180.0,199.818, Spain
265,El Poblet,"Correos 8-1º, Valencia, 46002, Spain",Valencia,98,160,EUR,Creative,2 MICHELIN Stars,129.0,143.2029, Spain
266,Noor,"Pablo Ruiz Picasso 6, Córdoba, 14014, Spain",Córdoba,95,190,EUR,Creative,2 MICHELIN Stars,142.5,158.18925, Spain
267,Amelia by Paulo Airaudo,"Zubieta 26, Donostia / San Sebastián, 20007, Spain",Donostia / San Sebastián,170,170,EUR,Creative,2 MICHELIN Stars,170.0,188.717, Spain
268,Skina,"Aduar 12, Marbella, 29601, Spain",Marbella,165,189,EUR,Modern,2 MICHELIN Stars,177.0,196.4877, Spain
269,Disfrutar,"Villarroel 163, Barcelona, 08036, Spain",Barcelona,210,210,EUR,Creative,2 MICHELIN Stars,210.0,233.121, Spain
270,Cinc Sentits,"Entença 60, Barcelona, 08015, Spain",Barcelona,119,139,EUR,Creative,2 MICHELIN Stars,129.0,143.2029, Spain
271,Moments,"Passeig de Gràcia 38-40, Barcelona, 08007, Spain",Barcelona,150,189,EUR,Creative,2 MICHELIN Stars,169.5,188.16195, Spain
272,Enoteca Paco Pérez,"Marina 19, Barcelona, 08005, Spain",Barcelona,175,175,EUR,Modern,2 MICHELIN Stars,175.0,194.2675, Spain
273,Cocina Hermanos Torres,"Taquígraf Serra 20, Barcelona, 08029, Spain",Barcelona,96,195,EUR,Creative,2 MICHELIN Stars,145.5,161.51955, Spain
274,Angle,"Aragó 214, Barcelona, 08011, Spain",Barcelona,185,185,EUR,Modern,2 MICHELIN Stars,185.0,205.3685, Spain
275,BEIGE Alain Ducasse,"3-5-3 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,12000,30000,JPY,French,2 MICHELIN Stars,21000.0,172.465044018643, Japan
276,Sushi Kanesaka,"8-10-3 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,19000,37000,JPY,Sushi,2 MICHELIN Stars,28000.0,229.953392024858, Japan
277,Jingumae Higuchi,"2-19-12 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",Tokyo,31000,37000,JPY,Japanese,2 MICHELIN Stars,34000.0,279.229118887327, Japan
278,Jushu,"2-16-1 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,19000,25000,JPY,Japanese,2 MICHELIN Stars,22000.0,180.677665162388, Japan
279,ASAHINA Gastronome,"1-4 Nihombashikabutocho, Chuo-ku, Tokyo, 103-0026, Japan",Tokyo,15000,28000,JPY,French,2 MICHELIN Stars,21500.0,176.571354590516, Japan
280,Daigo,"2-3-1 Atago, Minato-ku, Tokyo, 105-0002, Japan",Tokyo,16000,28000,JPY,Shojin,2 MICHELIN Stars,22000.0,180.677665162388, Japan
281,HOMMAGE,"4-10-5 Asakusa, Taito-ku, Tokyo, 111-0032, Japan",Tokyo,14000,27000,JPY,French,2 MICHELIN Stars,20500.0,168.358733446771, Japan
282,PRISMA,"6-4-6 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,19000,21000,JPY,Italian,2 MICHELIN Stars,20000.0,164.252422874898, Japan
283,Ginza Fukuju,"8-8-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,37000,61000,JPY,Japanese,2 MICHELIN Stars,49000.0,402.41843604350095, Japan
284,Tempura Kondo,"5-5-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,9000,24000,JPY,Tempura,2 MICHELIN Stars,16500.0,135.508248871791, Japan
285,Higashiazabu Amamoto,"1-7-9 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Tokyo,42000,42000,JPY,Sushi,2 MICHELIN Stars,42000.0,344.930088037286, Japan
286,LA TABLE de Joël Robuchon,"1-13-1 Mita, Meguro-ku, Tokyo, 153-0062, Japan",Tokyo,6500,21000,JPY,French,2 MICHELIN Stars,13750.0,112.923540726493, Japan
287,Den,"2-3-18 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",Tokyo,23000,23000,JPY,Japanese,2 MICHELIN Stars,23000.0,188.890286306133, Japan
288,Seisoka,"4-2-34 Minamiazabu, Minato-ku, Tokyo, 106-0047, Japan",Tokyo,8500,43000,JPY,Japanese,2 MICHELIN Stars,25750.0,211.474994451432, Japan
289,L'ATELIER de Joël Robuchon,"6-10-1 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",Tokyo,4000,22000,JPY,French,2 MICHELIN Stars,13000.0,106.764074868684, Japan
290,Nabeno-Ism,"2-1-17 Komagata, Taito-ku, Tokyo, 111-0043, Japan",Tokyo,15000,27000,JPY,French,2 MICHELIN Stars,21000.0,172.465044018643, Japan
291,Nihombashi-kakigaracho Sugita,"1-33-6 Nihombashi-kakigaracho, Chuo-ku, Tokyo, 103-0014, Japan",Tokyo,37000,37000,JPY,Sushi,2 MICHELIN Stars,37000.0,303.866982318562, Japan
292,Ryuzu,"4-2-35 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",Tokyo,6500,31000,JPY,French,2 MICHELIN Stars,18750.0,153.986646445217, Japan
293,Crony,"1-20-3 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Tokyo,19000,19000,JPY,French,2 MICHELIN Stars,19000.0,156.039801731153, Japan
294,Florilège,"2-5-4 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",Tokyo,9500,19000,JPY,French,2 MICHELIN Stars,14250.0,117.029851298365, Japan
295,Usukifugu Yamadaya,"4-11-14 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,29000,41000,JPY,Japanese,2 MICHELIN Stars,35000.0,287.441740031072, Japan
296,Kobikicho Tomoki,"4-12-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,38000,43000,JPY,Sushi,2 MICHELIN Stars,40500.0,332.611156321669, Japan
297,Seizan,"2-17-29 Mita, Minato-ku, Tokyo, 108-0073, Japan",Tokyo,18000,50000,JPY,Japanese,2 MICHELIN Stars,34000.0,279.229118887327, Japan
298,Ginza Kojyu,"5-4-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,25000,45000,JPY,Japanese,2 MICHELIN Stars,35000.0,287.441740031072, Japan
299,Sukiyabashi Jiro Roppongiten,"6-12-2 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",Tokyo,25000,39000,JPY,Sushi,2 MICHELIN Stars,32000.0,262.803876599837, Japan
300,PIERRE GAGNAIRE,"1-12-33 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,9000,38000,JPY,French,2 MICHELIN Stars,23500.0,192.996596878006, Japan
301,ESqUISSE,"5-4-6 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,13000,31000,JPY,French,2 MICHELIN Stars,22000.0,180.677665162388, Japan
302,Akasaka Kikunoi,"6-13-8 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,14000,37000,JPY,Japanese,2 MICHELIN Stars,25500.0,209.421839165495, Japan
303,Sushi Kimura,"3-21-8 Tamagawa, Setagaya-ku, Tokyo, 158-0094, Japan",Tokyo,26000,33000,JPY,Sushi,2 MICHELIN Stars,29500.0,242.272323740475, Japan
304,NARISAWA,"2-6-15 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,25000,43000,JPY,Innovative,2 MICHELIN Stars,34000.0,279.229118887327, Japan
305,Ginza Shinohara,"2-8-17 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,33000,33000,JPY,Japanese,2 MICHELIN Stars,33000.0,271.016497743582, Japan
306,Kaiseki Tsujitome,"1-5-8 Motoakasaka, Minato-ku, Tokyo, 107-0051, Japan",Tokyo,19000,53000,JPY,Japanese,2 MICHELIN Stars,36000.0,295.654361174817, Japan
307,Édition Koji Shimomura,"3-1-1 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",Tokyo,11000,32000,JPY,French,2 MICHELIN Stars,21500.0,176.571354590516, Japan
308,Sawada,"5-9-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,28000,38000,JPY,Sushi,2 MICHELIN Stars,33000.0,271.016497743582, Japan
309,ZURRIOLA,"6-8-7 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,11000,28000,JPY,Spanish,2 MICHELIN Stars,19500.0,160.146112303026, Japan
310,Kaiseki Komuro,"35-4 Wakamiyacho, Shinjuku-ku, Tokyo, 162-0827, Japan",Tokyo,19000,73000,JPY,Japanese,2 MICHELIN Stars,46000.0,377.780572612266, Japan
311,Kutan,"2-5-5 Shintomi, Chuo-ku, Tokyo, 104-0041, Japan",Tokyo,31000,34000,JPY,Japanese,2 MICHELIN Stars,32500.0,266.91018717171, Japan
312,Tentempura Uchitsu,"5-25-4 Hiroo, Shibuya-ku, Tokyo, 150-0012, Japan",Tokyo,31000,31000,JPY,Tempura,2 MICHELIN Stars,31000.0,254.591255456092, Japan
313,Tempura Ginya,"5-17-9 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan",Tokyo,21000,21000,JPY,Tempura,2 MICHELIN Stars,21000.0,172.465044018643, Japan
314,Kioicho Fukudaya,"1-13 Kioicho, Chiyoda-ku, Tokyo, 102-0094, Japan",Tokyo,20000,53000,JPY,Japanese,2 MICHELIN Stars,36500.0,299.760671746689, Japan
