,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Award,MeanPrice,USDPrice,Country
1333,Es Fum,"Carretera Palma-Andratx 19, Palmanova, 07181, Spain",Palmanova,135,150,EUR,Creative,1 MICHELIN Star,142.5,158.18925, Spain
1334,Marc Fosh,"De la Missió 7, Palma, 07003, Spain",Palma,46,120,EUR,Modern,1 MICHELIN Star,83.0,92.1383, Spain
1335,DINS Santi Taura,"Plaza de Llorenç Villalonga 4, Palma, 07001, Spain",Palma,85,130,EUR,Modern,1 MICHELIN Star,107.5,119.33575, Spain
1336,Adrián Quetglas,"Paseo de Mallorca 20, Palma, 07012, Spain",Palma,40,65,EUR,Modern,1 MICHELIN Star,52.5,58.28025, Spain
1337,Trigo,"Tintes 8, Valladolid, 47002, Spain",Valladolid,55,55,EUR,Modern,1 MICHELIN Star,55.0,61.0555, Spain
1338,La Prensa,"José Nebra 3, Saragossa, 50007, Spain",Saragossa,80,105,EUR,Contemporary,1 MICHELIN Star,92.5,102.68425, Spain
1339,Cancook,"Juan II de Aragón 5, Saragossa, 50009, Spain",Saragossa,65,120,EUR,Creative,1 MICHELIN Star,92.5,102.68425, Spain
1340,Poemas by Hermanos Padrón,"León y Castillo 227, Las Palmas de Gran Canaria, 35005, Spain",Las Palmas de Gran Canaria,110,120,EUR,Creative,1 MICHELIN Star,115.0,127.6615, Spain
1341,Nova,"Valle Inclán 5, Ourense, 32004, Spain",Ourense,45,90,EUR,Modern,1 MICHELIN Star,67.5,74.93175, Spain
1342,El Invernadero,"Ponzano 85, Madrid, 28003, Spain",Madrid,95,150,EUR,Modern,1 MICHELIN Star,122.5,135.98725, Spain
1343,Kabuki,"Avenida Presidente Carmona 2, Madrid, 28020, Spain",Madrid,90,95,EUR,Japanese,1 MICHELIN Star,92.5,102.68425, Spain
1344,La Tasquería,"Duque de Sesto 48, Madrid, 28009, Spain",Madrid,45,75,EUR,Modern,1 MICHELIN Star,60.0,66.606, Spain
1345,Yugo,"San Blas 4, Madrid, 28014, Spain",Madrid,135,182,EUR,Japanese,1 MICHELIN Star,158.5,175.95085, Spain
1346,Gaytán,"Príncipe de Vergara 205, Madrid, 28002, Spain",Madrid,75,150,EUR,Modern,1 MICHELIN Star,112.5,124.88625, Spain
1347,Clos Madrid,"Raimundo Fernández Villaverde 24, Madrid, 28003, Spain",Madrid,60,95,EUR,Modern,1 MICHELIN Star,77.5,86.03275, Spain
1348,Quimbaya,"Zurbano 63, Madrid, 28001, Spain",Madrid,60,65,EUR,Colombian,1 MICHELIN Star,62.5,69.38125, Spain
1349,Corral de la Morería Gastronómico,"Morería 17, Madrid, 28005, Spain",Madrid,59,75,EUR,Modern,1 MICHELIN Star,67.0,74.3767, Spain
1350,A'Barra,"Del Pinar 15, Madrid, 28006, Spain",Madrid,100,120,EUR,International,1 MICHELIN Star,110.0,122.111, Spain
1351,Saddle,"Amador de los Ríos 6, Madrid, 28010, Spain",Madrid,110,120,EUR,Contemporary,1 MICHELIN Star,115.0,127.6615, Spain
1352,Ricardo Sanz Wellington,"Velázquez 6, Madrid, 28001, Spain",Madrid,110,130,EUR,Japanese,1 MICHELIN Star,120.0,133.212, Spain
1353,Deessa,"Plaza de la Lealtad 5, Madrid, 28014, Spain",Madrid,195,195,EUR,Creative,1 MICHELIN Star,195.0,216.4695, Spain
1354,Cebo,"Carrera de San Jerónimo 34, Madrid, 28014, Spain",Madrid,115,135,EUR,Creative,1 MICHELIN Star,125.0,138.7625, Spain
1355,Gofio,"Lope de Vega 9, Madrid, 28014, Spain",Madrid,65,125,EUR,Regional,1 MICHELIN Star,95.0,105.4595, Spain
1356,Lúa,"Eduardo Dato 5, Madrid, 28003, Spain",Madrid,70,78,EUR,Modern,1 MICHELIN Star,74.0,82.1474, Spain
1357,Riff,"Conde de Altea 18, Valencia, 46005, Spain",Valencia,45,110,EUR,Creative,1 MICHELIN Star,77.5,86.03275, Spain
1358,Lienzo,"Plaza de Tetuán 18, Valencia, 46003, Spain",Valencia,55,95,EUR,Mediterranean,1 MICHELIN Star,75.0,83.2575, Spain
1359,Kaido Sushi Bar,"Chile 3, Valencia, 46021, Spain",Valencia,75,75,EUR,Japanese,1 MICHELIN Star,75.0,83.2575, Spain
1360,Fierro,"Doctor Serrano 4, Valencia, 46006, Spain",Valencia,95,95,EUR,Modern,1 MICHELIN Star,95.0,105.4595, Spain
1361,Yayo Daporta,"Hospital 7, Cambados, 36630, Spain",Cambados,75,100,EUR,Creative,1 MICHELIN Star,87.5,97.13375, Spain
1362,Nublo,"Plaza de San Martín 5, Haro, 26200, Spain",Haro,49,79,EUR,Modern,1 MICHELIN Star,64.0,71.0464, Spain
1363,Auga,"Claudio Alvargonzález, Gijón, 33201, Spain",Gijón,75,90,EUR,Traditional,1 MICHELIN Star,82.5,91.58325, Spain
1364,Casona del Judío,"Repuente 20, Santander, 39012, Spain",Santander,70,82,EUR,Modern,1 MICHELIN Star,76.0,84.3676, Spain
1365,El Serbal,"Avenida de Manuel García Lago 1, Santander, 39005, Spain",Santander,54,78,EUR,Modern,1 MICHELIN Star,66.0,73.2666, Spain
1366,Choco,"Compositor Serrano Lucena 5, Córdoba, 14010, Spain",Córdoba,95,125,EUR,Andalusian,1 MICHELIN Star,110.0,122.111, Spain
1367,Cocinandos,"Plaza de San Marcos 5, Leon, 24001, Spain",Leon,63,63,EUR,Modern,1 MICHELIN Star,63.0,69.9363, Spain
1368,Pablo,"Avenida Los Cubos 8, Leon, 24007, Spain",Leon,68,68,EUR,Modern,1 MICHELIN Star,68.0,75.4868, Spain
1369,Maruja Limón,"Montero Ríos 4, Vigo, 36201, Spain",Vigo,78,98,EUR,Creative,1 MICHELIN Star,88.0,97.6888, Spain
1370,Silabario,"Príncipe 44, Vigo, 36202, Spain",Vigo,25,88,EUR,Modern,1 MICHELIN Star,56.5,62.72065, Spain
1371,Mirador de Ulía,"Paseo de Ulía 193, Donostia / San Sebastián, 20013, Spain",Donostia / San Sebastián,90,120,EUR,Creative,1 MICHELIN Star,105.0,116.5605, Spain
1372,eMe Be Garrote,"Camino de Igara 33, Donostia / San Sebastián, 20018, Spain",Donostia / San Sebastián,90,150,EUR,Contemporary,1 MICHELIN Star,120.0,133.212, Spain
1373,Kokotxa,"Kanpandegi 11, Donostia / San Sebastián, 20003, Spain",Donostia / San Sebastián,88,125,EUR,Modern,1 MICHELIN Star,106.5,118.22565, Spain
1374,Messina,"Avenida Severo Ochoa 12, Marbella, 29603, Spain",Marbella,70,93,EUR,Creative,1 MICHELIN Star,81.5,90.47315, Spain
1375,Nintai,"Ramón Gómez de la Serna 18, Marbella, 29600, Spain",Marbella,95,130,EUR,Japanese,1 MICHELIN Star,112.5,124.88625, Spain
1376,El Lago,"Avenida Marco Polo, Marbella, 29603, Spain",Marbella,80,90,EUR,Contemporary,1 MICHELIN Star,85.0,94.3585, Spain
1377,Mantúa,"Plaza Aladro 7, Jerez de la Frontera, 11402, Spain",Jerez de la Frontera,85,105,EUR,Modern,1 MICHELIN Star,95.0,105.4595, Spain
1378,LÚ Cocina y Alma,"Zaragoza 2, Jerez de la Frontera, 11402, Spain",Jerez de la Frontera,95,155,EUR,Modern,1 MICHELIN Star,125.0,138.7625, Spain
1379,Oria,"Passeig de Gràcia 75, Barcelona, 08008, Spain",Barcelona,50,115,EUR,Modern,1 MICHELIN Star,82.5,91.58325, Spain
1380,Alkimia,"Ronda San Antoni 41 - 1º, Barcelona, 08011, Spain",Barcelona,168,168,EUR,Modern,1 MICHELIN Star,168.0,186.4968, Spain
1381,Koy Shunka,"De Copons 7, Barcelona, 08002, Spain",Barcelona,98,147,EUR,Japanese,1 MICHELIN Star,122.5,135.98725, Spain
1382,Aürt,"Paseo del Taulat 262-264, Barcelona, 08019, Spain",Barcelona,110,110,EUR,Modern,1 MICHELIN Star,110.0,122.111, Spain
1383,Caelis,"Via Laietana 49, Barcelona, 08003, Spain",Barcelona,45,135,EUR,Creative,1 MICHELIN Star,90.0,99.909, Spain
1384,Via Veneto,"Ganduxer 10, Barcelona, 08021, Spain",Barcelona,110,150,EUR,Classic,1 MICHELIN Star,130.0,144.313, Spain
1385,Hisop,"Passatge de Marimon 9, Barcelona, 08021, Spain",Barcelona,72,75,EUR,Creative,1 MICHELIN Star,73.5,81.59235, Spain
1386,Xerta,"Còrsega 289, Barcelona, 08008, Spain",Barcelona,42,135,EUR,Creative,1 MICHELIN Star,88.5,98.24385, Spain
1387,Dos Palillos,"Elisabets 9, Barcelona, 08001, Spain",Barcelona,100,120,EUR,Fusion,1 MICHELIN Star,110.0,122.111, Spain
1388,Atempo,"Córcega 200, Barcelona, 08036, Spain",Barcelona,120,120,EUR,Modern,1 MICHELIN Star,120.0,133.212, Spain
1389,Hofmann,"La Granada del Penedès 14-16, Barcelona, 08006, Spain",Barcelona,49,95,EUR,Modern,1 MICHELIN Star,72.0,79.9272, Spain
1390,L'orgueil,"4-3-23 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,15000,15000,JPY,French,1 MICHELIN Star,15000.0,123.189317156174, Japan
1391,Kaiseki Ohara,"1 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan",Tokyo,8500,19000,JPY,Japanese,1 MICHELIN Star,13750.0,112.923540726493, Japan
1392,Sushi Kuwano,"8-7-6 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,33000,33000,JPY,Sushi,1 MICHELIN Star,33000.0,271.016497743582, Japan
1393,LUGDUNUM Bouchon Lyonnais,"4-3-7 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,3500,13000,JPY,French,1 MICHELIN Star,8250.0,67.7541244358956, Japan
1394,Tenoshima,"1-3-21 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,17000,17000,JPY,Japanese,1 MICHELIN Star,17000.0,139.614559443664, Japan
1395,Sushidokoro Kiraku,"1-12-12 Kyodo, Setagaya-ku, Tokyo, 156-0052, Japan",Tokyo,5500,11000,JPY,Sushi,1 MICHELIN Star,8250.0,67.7541244358956, Japan
1396,La Clairière,"3-14-10 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",Tokyo,9000,28000,JPY,French,1 MICHELIN Star,18500.0,151.933491159281, Japan
1397,Sosakumenkobo NAKIRYU,"2-34-4 Minamiotsuka, Toshima-ku, Tokyo, 170-0005, Japan",Tokyo,1000,1500,JPY,Ramen,1 MICHELIN Star,1250.0,10.2657764296811, Japan
1398,Tempura Maehira,"2-8-16 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,22000,22000,JPY,Tempura,1 MICHELIN Star,22000.0,180.677665162388, Japan
1399,Sushi Hashimoto,"1-8-2 Shintomi, Chuo-ku, Tokyo, 104-0041, Japan",Tokyo,28000,28000,JPY,Sushi,1 MICHELIN Star,28000.0,229.953392024858, Japan
1400,MAKIYAKI GINZA ONODERA,"5-14-14 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,8000,37000,JPY,French,1 MICHELIN Star,22500.0,184.783975734261, Japan
1401,SANT PAU,"2-16-15 Hirakawacho, Chiyoda-ku, Tokyo, 103-0027, Japan",Tokyo,8500,30000,JPY,Spanish,1 MICHELIN Star,19250.0,158.09295701709, Japan
1402,L'AFFINAGE,"5-9-16 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,9000,22000,JPY,French,1 MICHELIN Star,15500.0,127.295627728046, Japan
1403,Nanakusa,"2-22-5 Tomigaya, Shibuya-ku, Tokyo, 151-0063, Japan",Tokyo,8000,8000,JPY,Japanese,1 MICHELIN Star,8000.0,65.7009691499593, Japan
1404,FUSHIKINO,"4-3-11 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,19000,22000,JPY,Japanese,1 MICHELIN Star,20500.0,168.358733446771, Japan
1405,Jukuseizushi Yorozu,"4-6-5 Higashi, Shibuya-ku, Tokyo, 150-0011, Japan",Tokyo,28000,28000,JPY,Sushi,1 MICHELIN Star,28000.0,229.953392024858, Japan
1406,Jyukou,"5-6-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,8000,43000,JPY,Japanese,1 MICHELIN Star,25500.0,209.421839165495, Japan
1407,Series,"3-4-11 Azabudai, Minato-ku, Tokyo, 106-0041, Japan",Tokyo,9000,14000,JPY,Chinese,1 MICHELIN Star,11500.0,94.4451431530665, Japan
1408,Sushi Kojima,"7-3-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,28000,28000,JPY,Sushi,1 MICHELIN Star,28000.0,229.953392024858, Japan
1409,Kyobashi Tempura Fukamachi,"2-5-2 Kyobashi, Chuo-ku, Tokyo, 104-0031, Japan",Tokyo,9500,23000,JPY,Tempura,1 MICHELIN Star,16250.0,133.455093585855, Japan
1410,Sharikimon Onozawa,"6-39 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan",Tokyo,20000,20000,JPY,Japanese,1 MICHELIN Star,20000.0,164.252422874898, Japan
1411,Hato,"5-7 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,34000,34000,JPY,Sushi,1 MICHELIN Star,34000.0,279.229118887327, Japan
1412,Aroma Fresca,"2-6-5 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,13000,25000,JPY,Italian,1 MICHELIN Star,19000.0,156.039801731153, Japan
1413,ShinoiS,"4-2-7 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan",Tokyo,37000,37000,JPY,Chinese,1 MICHELIN Star,37000.0,303.866982318562, Japan
1414,Sushi Masashi,"2-12-27 Kitaaoyama, Minato-ku, Tokyo, 107-0061, Japan",Tokyo,20000,26000,JPY,Sushi,1 MICHELIN Star,23000.0,188.890286306133, Japan
1415,Simplicité,"3-9 Sarugakucho, Shibuya-ku, Tokyo, 150-0033, Japan",Tokyo,9000,20000,JPY,French,1 MICHELIN Star,14500.0,119.083006584301, Japan
1416,LATURE,"2-2-2 Shibuya, Shibuya-ku, Tokyo, 150-0002, Japan",Tokyo,6000,18000,JPY,French,1 MICHELIN Star,12000.0,98.551453724939, Japan
1417,Azabu Rokkaku,"1-5-5 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,15000,20000,JPY,Izakaya,1 MICHELIN Star,17500.0,143.720870015536, Japan
1418,Shimbashi Sasada,"1-23-7 Nishishimbashi, Minato-ku, Tokyo, 105-0003, Japan",Tokyo,22000,22000,JPY,Japanese,1 MICHELIN Star,22000.0,180.677665162388, Japan
1419,Floraison,"3-6-29 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,5000,13000,JPY,French,1 MICHELIN Star,9000.0,73.9135902937043, Japan
1420,Sushiya Shota,"3-3-10 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,18000,18000,JPY,Sushi,1 MICHELIN Star,18000.0,147.827180587409, Japan
1421,Ensui,"1-5-12 Nakameguro, Meguro-ku, Tokyo, 153-0061, Japan",Tokyo,31000,31000,JPY,Japanese,1 MICHELIN Star,31000.0,254.591255456092, Japan
1422,Dominique Bouchet,"1-5-6 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,13000,23000,JPY,French,1 MICHELIN Star,18000.0,147.827180587409, Japan
1423,Ren Mishina,"7-3-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,30000,30000,JPY,Japanese,1 MICHELIN Star,30000.0,246.378634312347, Japan
1424,Shokuzen Abe,"5-6-10 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,24000,24000,JPY,Japanese,1 MICHELIN Star,24000.0,197.102907449878, Japan
1425,Sushi Matsuura,"5-7-8 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",Tokyo,17000,17000,JPY,Sushi,1 MICHELIN Star,17000.0,139.614559443664, Japan
1426,Nogizaka Shin,"8-11-19 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,13000,37000,JPY,Japanese,1 MICHELIN Star,25000.0,205.315528593623, Japan
1427,Waketokuyama,"5-1-5 Minamiazabu, Minato-ku, Tokyo, 106-0047, Japan",Tokyo,19000,19000,JPY,Japanese,1 MICHELIN Star,19000.0,156.039801731153, Japan
1428,Takagakino Sushi,"1-30-2 Nihombashi-kakigaracho, Chuo-ku, Tokyo, 103-0014, Japan",Tokyo,11000,25000,JPY,Sushi,1 MICHELIN Star,18000.0,147.827180587409, Japan
1429,l'intemporel,"4-9-3 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,7000,14000,JPY,French,1 MICHELIN Star,10500.0,86.2325220093216, Japan
1430,ESTERRE,"1-1-1 Marunouchi, Chiyoda-ku, Tokyo, 100-0005, Japan",Tokyo,10000,34000,JPY,French,1 MICHELIN Star,22000.0,180.677665162388, Japan
1431,Oniku Karyu,"11-11 Nihombashikofunecho, Chuo-ku, Tokyo, 103-0024, Japan",Tokyo,27000,27000,JPY,Beef Specialities,1 MICHELIN Star,27000.0,221.740770881113, Japan
1432,Yuan Yamori,"3-9-7 Tsukishima, Chuo-ku, Tokyo, 104-0052, Japan",Tokyo,10000,10000,JPY,Soba,1 MICHELIN Star,10000.0,82.1262114374492, Japan
1433,recte,"2-17-5 Ebisunishi, Shibuya-ku, Tokyo, 150-0021, Japan",Tokyo,5500,19000,JPY,French,1 MICHELIN Star,12250.0,100.604609010875, Japan
1434,Takumi,"1-11-10 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,8000,16000,JPY,French,1 MICHELIN Star,12000.0,98.551453724939, Japan
1435,GINZA OKUDA,"5-4-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,17000,30000,JPY,Japanese,1 MICHELIN Star,23500.0,192.996596878006, Japan
1436,La Paix,"1-9-4 Nihombashi-muromachi, Chuo-ku, Tokyo, 103-0022, Japan",Tokyo,7500,16000,JPY,French,1 MICHELIN Star,11750.0,96.4982984390028, Japan
1437,nôl,"2-2-1 Nihombashi-bakurocho, Chuo-ku, Tokyo, 103-0002, Japan",Tokyo,15000,15000,JPY,Innovative,1 MICHELIN Star,15000.0,123.189317156174, Japan
1438,CRAFTALE,"1-16-11 Aobadai, Meguro-ku, Tokyo, 153-0042, Japan",Tokyo,8500,25000,JPY,French,1 MICHELIN Star,16750.0,137.561404157727, Japan
1439,Sushi Murayama,"7-6-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,31000,31000,JPY,Sushi,1 MICHELIN Star,31000.0,254.591255456092, Japan
1440,Towa,"4-11-25 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,31000,37000,JPY,Japanese,1 MICHELIN Star,34000.0,279.229118887327, Japan
1441,BVLGARI IL RISTORANTE LUCA FANTIN,"2-7-12 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,14000,31000,JPY,Italian,1 MICHELIN Star,22500.0,184.783975734261, Japan
1442,Imafuku,"1-12-19 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",Tokyo,11000,20000,JPY,Sukiyaki,1 MICHELIN Star,15500.0,127.295627728046, Japan
1443,Sushi Sugaya,"1-29-15 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Tokyo,45000,45000,JPY,Sushi,1 MICHELIN Star,45000.0,369.567951468521, Japan
1444,Ginza Adachi Naoto,"7-6-5 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,16000,21000,JPY,Japanese,1 MICHELIN Star,18500.0,151.933491159281, Japan
1445,Nanachome,"7-13-13 Minamiaoyama ,Minato-ku, Tokyo, 107-0062, Japan",Tokyo,8500,8500,JPY,Yakitori,1 MICHELIN Star,8500.0,69.8072797218318, Japan
1446,Ishibashi,"2-4-29 Suido, Bunkyo-ku, Tokyo, 112-0005, Japan",Tokyo,6500,22000,JPY,Unagi,1 MICHELIN Star,14250.0,117.029851298365, Japan
1447,FARO,"8-8-3 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,7500,17000,JPY,Italian,1 MICHELIN Star,12250.0,100.604609010875, Japan
1448,Mimosa,"3-10-40 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,15000,15000,JPY,Chinese,1 MICHELIN Star,15000.0,123.189317156174, Japan
1449,Nœud. TOKYO,"2-5-7 Hirakawacho, Chiyoda-ku, Tokyo, 102-0093, Japan",Tokyo,4500,16000,JPY,French,1 MICHELIN Star,10250.0,84.1793667233854, Japan
1450,Chugoku Hanten Fureika,"3-7-5 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Tokyo,3000,49000,JPY,Chinese,1 MICHELIN Star,26000.0,213.528149737368, Japan
1451,SÉZANNE,"1-11-1 Marunouchi, Chiyoda-ku, Tokyo, 100-6277, Japan",Tokyo,13000,31000,JPY,French,1 MICHELIN Star,22000.0,180.677665162388, Japan
1452,est,"1-2-1 Otemachi, Chiyoda-ku, Tokyo, 100-0004, Japan",Tokyo,7500,25000,JPY,French,1 MICHELIN Star,16250.0,133.455093585855, Japan
1453,Seiju,"3-16-9 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan",Tokyo,24000,24000,JPY,Tempura,1 MICHELIN Star,24000.0,197.102907449878, Japan
1454,L'aube,"1-17-9 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan",Tokyo,7500,16000,JPY,French,1 MICHELIN Star,11750.0,96.4982984390028, Japan
1455,Shichubo Yung,"6-5-5 Shirokane, Minato-ku, Tokyo, 108-0072, Japan",Tokyo,9500,9500,JPY,Chinese,1 MICHELIN Star,9500.0,78.0199008655767, Japan
1456,Sorahana,"5-3-3 Toranomon, Minato-ku, Tokyo, 105-0001, Japan",Tokyo,7500,31000,JPY,Japanese,1 MICHELIN Star,19250.0,158.09295701709, Japan
1457,Sumibikappo SHIROSAKA,"6-3-9 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,19000,19000,JPY,Japanese,1 MICHELIN Star,19000.0,156.039801731153, Japan
1458,Shunkeian Arakaki,"3-5-10 Minato, Chuo-ku, Tokyo, 104-0043, Japan",Tokyo,16000,16000,JPY,Tempura,1 MICHELIN Star,16000.0,131.401938299919, Japan
1459,Nishiazabu Taku,"2-11-5 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,22000,33000,JPY,Sushi,1 MICHELIN Star,27500.0,225.847081452985, Japan
1460,Akasaka Izumi,"6-11-11 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,26000,36000,JPY,Fugu / Pufferfish,1 MICHELIN Star,31000.0,254.591255456092, Japan
1461,Ode,"5-1-32 Hiroo, Shibuya-ku, Tokyo, 150-0012, Japan",Tokyo,10000,20000,JPY,French,1 MICHELIN Star,15000.0,123.189317156174, Japan
1462,SOBAHOUSE KONJIKI HOTOTOGISU,"2-4-1 Shinjuku, Shinjyuku-ku, Tokyo, 160-0022, Japan",Tokyo,1000,1500,JPY,Ramen,1 MICHELIN Star,1250.0,10.2657764296811, Japan
1463,Sushi Ryujiro,"2-11-11 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,17000,28000,JPY,Sushi,1 MICHELIN Star,22500.0,184.783975734261, Japan
1464,L'ARGENT,"5-8-1 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,8500,22000,JPY,French,1 MICHELIN Star,15250.0,125.24247244211, Japan
1465,Oryori Katsushi,"8-7-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,17000,17000,JPY,Japanese,1 MICHELIN Star,17000.0,139.614559443664, Japan
1466,Tamawarai,"5-23-3 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan",Tokyo,2000,10000,JPY,Soba,1 MICHELIN Star,6000.0,49.2757268624695, Japan
1467,Ten Yokota,"3-10-5 Motoazabu, Minato-ku, Tokyo, 106-0046, Japan",Tokyo,16000,16000,JPY,Tempura,1 MICHELIN Star,16000.0,131.401938299919, Japan
1468,Kasumicho Yamagami,"4-2-13 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,19000,37000,JPY,Japanese,1 MICHELIN Star,28000.0,229.953392024858, Japan
1469,Hakuun,"4-11-2 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,31000,31000,JPY,Japanese,1 MICHELIN Star,31000.0,254.591255456092, Japan
1470,Yakitori Omino,"1-38-4 Oshiage, Sumida-ku, Tokyo, 131-0045, Japan",Tokyo,6000,9000,JPY,Yakitori,1 MICHELIN Star,7500.0,61.59465857808689, Japan
1471,Les Saisons,"1-1-1 Uchisaiwaicho, Chiyoda-ku, Tokyo, 100-8558, Japan",Tokyo,9500,48000,JPY,French,1 MICHELIN Star,28750.0,236.112857882666, Japan
1472,SHIGEMATSU,"6-5-15 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,25000,33000,JPY,Japanese,1 MICHELIN Star,29000.0,238.166013168603, Japan
1473,TOUR D'ARGENT,"4-1 Kioicho, Chiyoda-ku, Tokyo, 102-8578, Japan",Tokyo,11000,37000,JPY,French,1 MICHELIN Star,24000.0,197.102907449878, Japan
1474,Asagaya BIRD LAND,"3-37-9 Asagayaminami, Suginami-ku, Tokyo, 166-0004, Japan",Tokyo,4500,7500,JPY,Yakitori,1 MICHELIN Star,6000.0,49.2757268624695, Japan
1475,Onarimon Haru,"1-2-2 Shibadaimon, Minato-ku, Tokyo, 105-0012, Japan",Tokyo,22000,22000,JPY,Japanese,1 MICHELIN Star,22000.0,180.677665162388, Japan
1476,Nodaiwa Azabu Iikura Honten,"1-5-4 Higashiazabu, Minato-ku, Tokyo, 160-0044, Japan",Tokyo,3000,18000,JPY,Unagi,1 MICHELIN Star,10500.0,86.2325220093216, Japan
1477,Tempura Shimomura,"1-11-13 Misuji, Taito-ku, Tokyo, 111-0055, Japan",Tokyo,2500,17000,JPY,Tempura,1 MICHELIN Star,9750.0,80.0730561515129, Japan
1478,Azabu Ichigo,"2-5-14 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,10000,16000,JPY,Oden,1 MICHELIN Star,13000.0,106.764074868684, Japan
1479,Arakicho Tatsuya,"10 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan",Tokyo,10000,10000,JPY,Japanese,1 MICHELIN Star,10000.0,82.1262114374492, Japan
1480,REQUINQUER,"5-17-11 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan",Tokyo,5000,20000,JPY,French,1 MICHELIN Star,12500.0,102.657764296811, Japan
1481,Nihombashi Sonoji,"2-22-11 Nihombashi-ningyocho, Chuo-ku, Tokyo, 103-0013, Japan",Tokyo,21000,21000,JPY,Tempura,1 MICHELIN Star,21000.0,172.465044018643, Japan
1482,Ichita,"3-4-6 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,37000,37000,JPY,Japanese,1 MICHELIN Star,37000.0,303.866982318562, Japan
1483,Akasaka Momonoki,"1-3 Kioicho, Chiyoda-ku, Tokyo, 102-0094, Japan",Tokyo,13000,37000,JPY,Chinese,1 MICHELIN Star,25000.0,205.315528593623, Japan
1484,Ginza Kitafuku,"7-4-5 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,30000,70000,JPY,Crab,1 MICHELIN Star,50000.0,410.631057187246, Japan
1485,Principio,"2-4-8 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,8500,13000,JPY,Italian,1 MICHELIN Star,10750.0,88.2856772952578, Japan
1486,itsuka,"2-14-15 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Tokyo,13000,37000,JPY,Chinese,1 MICHELIN Star,25000.0,205.315528593623, Japan
